fit_time,score_time,test_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted,model
32.15813732147217,0.0,0.9897435897435898,0.9897435897435898,0.9897435897435898,0.9897435897435898,GBoost1a
31.61361837387085,0.015625476837158203,0.9974358974358974,0.9974852071005917,0.9974358974358974,0.997446450811525,GBoost1a
32.147491455078125,0.01562047004699707,0.9897435897435898,0.9896768297425527,0.9897435897435898,0.9896494300315404,GBoost1a
31.678656101226807,0.015620708465576172,0.9974358974358974,0.9974435514734021,0.9974358974358974,0.9974262637939769,GBoost1a
32.36125659942627,0.007994413375854492,0.9948717948717949,0.9948717948717949,0.9948717948717949,0.9948717948717949,GBoost1a
31.682992696762085,0.015698671340942383,0.9948717948717949,0.9949010154138359,0.9948717948717949,0.9948150183150185,GBoost1a
32.12479877471924,0.015622854232788086,0.9897435897435898,0.9897435897435898,0.9897435897435898,0.9897435897435898,GBoost1a
169.86292791366577,0.015622377395629883,0.9948717948717949,0.9950399327448508,0.9948717948717949,0.9949067599067599,Gboost2a
151.5580654144287,0.015623092651367188,0.9974358974358974,0.9974435060488472,0.9974358974358974,0.9974258206278315,Gboost2a
78.70767140388489,0.015619993209838867,0.982051282051282,0.982624725130626,0.982051282051282,0.98223293237778,Gboost2a
69.79519319534302,0.0,0.9923076923076923,0.9922704024086513,0.9923076923076923,0.992274490071847,Gboost2a
69.6858639717102,0.0,0.9974358974358974,0.9974852071005917,0.9974358974358974,0.997446450811525,Gboost2a
69.09081220626831,0.015619993209838867,0.9923076923076923,0.9923745819397993,0.9923076923076923,0.9922004182604267,Gboost2a
105.6772243976593,0.015623092651367188,0.9974358974358974,0.9974435514734021,0.9974358974358974,0.9974262637939769,Gboost2a
135.13471961021423,0.015619277954101562,0.9948717948717949,0.9948717948717949,0.9948717948717949,0.9948717948717949,Gboost2a
95.42652249336243,0.017139196395874023,0.9974358974358974,0.9974969474969475,0.9974358974358974,0.9974495044519763,Gboost2a
70.68993330001831,0.0,0.9897435897435898,0.9897435897435898,0.9897435897435898,0.9897435897435898,Gboost2a
13.47079062461853,0.0,0.9974358974358974,0.9974786324786324,0.9974358974358974,0.9974447314128725,Gboost2c
13.506701231002808,0.0,0.9974358974358974,0.9974435060488472,0.9974358974358974,0.9974258206278315,Gboost2c
13.456613540649414,0.015615224838256836,0.982051282051282,0.982624725130626,0.982051282051282,0.98223293237778,Gboost2c
13.455125331878662,0.0039899349212646484,0.9871794871794872,0.987097388019047,0.9871794871794872,0.9871241501197446,Gboost2c
13.858473300933838,0.0,0.9948717948717949,0.9948717948717949,0.9948717948717949,0.9948717948717949,Gboost2c
13.492143630981445,0.003983974456787109,0.9923076923076923,0.9923745819397993,0.9923076923076923,0.9922004182604267,Gboost2c
13.50947117805481,0.003989219665527344,0.9974358974358974,0.9974435514734021,0.9974358974358974,0.9974262637939769,Gboost2c
13.463639497756958,0.003990650177001953,0.9948717948717949,0.9948717948717949,0.9948717948717949,0.9948717948717949,Gboost2c
13.456067562103271,0.015621185302734375,0.9974358974358974,0.9974432234432234,0.9974358974358974,0.9974219037642976,Gboost2c
13.87982726097107,0.0,0.9897435897435898,0.9897435897435898,0.9897435897435898,0.9897435897435898,Gboost2c
